ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,Depth,Method,Block,Quadrat # (m),Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
278,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,8,oko,Orthasterias koehleri,Rainbow star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,0,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,0,dim,Dermasterias imbricata,Leather star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,16,pmi,Patiria miniata,Bat star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,24,pmi,Patiria miniata,Bat star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,32,oko,Orthasterias koehleri,Rainbow star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,32,dim,Dermasterias imbricata,Leather star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Claire Attridge,Em Lim,BMSC2,Kirby,48.85039902,-125.1987686,2024-04-29,3.5,N,14:51,4,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,14,0,3,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,24,dim,Dermasterias imbricata,Leather star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Valesca de Groot,Em Lim,BMSC21,Dixon SW,48.85205078,-125.1235657,2024-04-30,3.5,E,9:41,6.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,0,pmi,Patiria miniata,Bat star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,8,pmi,Patiria miniata,Bat star,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,24,dim,Dermasterias imbricata,Leather star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Claire Attridge,Em Lim,BMSC22,Dixon Inside,48.85426712,-125.1170349,2024-04-30,2,E,11:53,5.5,2,2,48,etr,Evasterias troschelii,Mottled starfish,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,8,pmi,Patiria miniata,Bat star,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,12,0,3,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,24,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Valesca de Groot,Em Lim,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,40,pmi,Patiria miniata,Bat star,6,0,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,0,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,0,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,2,8,pmi,Patiria miniata,Bat star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,32,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.86548233,-125.3614807,2024-05-02,2.5,NE,15:10,5.8,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,9,0,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,48,oko,Orthasterias koehleri,Rainbow star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,48,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,2,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,32,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,2,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,16,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Em Lim,Valesca de Groot,BMSC13,Effingham West,48.8650322,-125.3137207,2024-05-01,3,W,14:53,3,2,2,0,pmi,Patiria miniata,Bat star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,48,pmi,Patiria miniata,Bat star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,40,oko,Orthasterias koehleri,Rainbow star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,40,pmi,Patiria miniata,Bat star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,32,dim,Dermasterias imbricata,Leather star,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,24,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,1,16,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Em Lim,Valesca de Groot,BMSC14,Effingham Archipelago,48.87908173,-125.2974014,2024-05-01,4,SE,9:49,6,2,2,0,pmi,Patiria miniata,Bat star,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,0,pmi,Patiria miniata,Bat star,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,0,oko,Orthasterias koehleri,Rainbow star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,16,pmi,Patiria miniata,Bat star,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,16,oko,Orthasterias koehleri,Rainbow star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,8,pmi,Patiria miniata,Bat star,3,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,24,pmi,Patiria miniata,Bat star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,NW,9:50,7.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,16,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,40,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,8,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,24,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,24,dim,Dermasterias imbricata,Leather star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Valesca de Groot,Em Lim,BMSC16,Faber Islets,48.89070129,-125.300499,2024-05-02,3,SW,11:39,7.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
